chromosome	start	end	same_chr/new_chr	length_ratio/new_pos	file
chr7	141721875	141803790	True	-0.9615	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141712574	True	-0.0807	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141704767	True	-6.4288	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141704889	141715776	True	0.2160	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141721875	142154515	True	0.4603	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141704767	True	-6.4288	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141704889	141776624	True	2.4903	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141704767	True	-6.4288	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141704889	141707935	True	-10.4012	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141708086	141711905	True	0.1618	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141712574	True	-0.0807	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141938100	142156327	False	652.8833	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141712574	True	-0.0807	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141712574	True	-0.0807	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699612	141704767	True	-6.5243	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141975631	141976021	True	0.0000	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141976845	143583489	False	89.5983	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141711905	True	-0.1599	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699612	141704767	True	-6.5243	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141704889	141776624	True	2.4903	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141712574	True	-0.0807	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141969864	142005168	False	365.8747	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141712574	True	-0.0807	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	142154515	142178248	True	0.2261	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141722101	True	10.0521	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141722145	142023260	True	0.2216	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141711905	True	-0.1599	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699612	141704767	True	-6.5243	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141704889	141721875	True	13.5550	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141945722	141987074	True	0.0000	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141988661	142006970	False	7773.5965	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699612	141704767	True	-6.5243	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141927457	142154515	False	627.4808	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141971855	141982464	False	-12198.1473	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141982658	142023260	False	3505.7946	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141704767	True	-6.4288	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141704889	141711905	True	0.0877	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	142179539	142210594	True	0.4421	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141721925	142238604	True	0.4891	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699566	141715776	True	0.0009	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141721875	141826574	True	-0.9699	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141711905	True	-0.1599	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141722145	142123329	True	0.4193	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141711905	True	-0.1599	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141711905	True	-0.1599	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141993012	142154515	False	882.1789	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141712574	True	-0.0807	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141704767	True	-6.4288	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141704889	141707935	True	-10.4012	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141708086	141711905	True	0.1618	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141712574	True	-0.0807	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141704751	True	-6.4512	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141711905	True	-0.1599	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141712448	141945488	False	-609.5373	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141945722	142238604	False	486.6413	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141711905	True	-0.1599	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141711905	True	-0.1599	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141711905	True	-0.1599	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141712574	True	-0.0807	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141712574	True	-0.0807	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141704751	True	-6.4512	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141975631	141976021	True	0.0000	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141976845	142238604	False	544.5027	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141712574	True	-0.0807	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141712574	True	-0.0807	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699566	141712448	True	-0.0710	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141712574	141776454	True	2.7749	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141711905	True	-0.1599	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141722145	True	10.0307	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141704889	True	-0.4788	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141707531	141711905	True	-0.0062	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141722145	142167329	True	0.4032	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141964900	142236352	False	313.4400	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141711905	True	-0.1599	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141711905	True	-0.1599	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141712448	141736591	True	8.9984	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141971855	141982464	False	-12198.1473	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141982658	142150831	False	847.1708	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141943222	142238604	False	482.5226	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141711905	True	-0.1599	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141712448	141715776	True	0.2788	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141721875	141746075	True	-0.8702	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141943232	142228351	False	499.8553	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141712448	141975631	False	-539.7255	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141975883	141976845	True	0.0000	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141979574	142019457	False	3568.9008	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141711905	True	-0.1599	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	142179539	142212783	True	0.4789	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141721930	141878299	True	-0.9825	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141711905	True	-0.1599	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141699438	141704751	True	-6.4512	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141704767	141711905	True	4.5200	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141712448	141885049	True	0.3985	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141946146	142218163	False	523.8939	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141945239	142211931	False	534.3310	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141722145	142143747	True	0.4474	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
chr7	141721887	142154515	True	0.4594	/Users/suny1/data/datahub/public/prad_broad/prad_broad_data_cna_hg18.seg
